price,status,area,rate_per_sqft,property_type,locality,builder_name,rera_approval,bhk_count,socity,company_name,flat_type
51200000,ready to move,2900,17679.0,3 bhk apartment in m3m golf estate,sector 65,search my property,False,3,m3m golf estate,m3m,apartment
24400000,ready to move,3800,6444.0,4 bhk independent floor in tgs luxury builderfloor sector 57 199,sector 57,search my property,False,4,tgs luxury builderfloor sector 57 199,tgs,floor
150000000,ready to move,6000,25000.0,5 bhk apartment in abw la lagune,sector 54,search my property,False,5,abw la lagune,abw,apartment
39000000,ready to move,2400,16250.0,4 bhk independent floor in suncity sun city,sector 54,search my property,False,4,suncity sun city,suncity,floor
22000000,ready to move,1890,11640.0,3 bhk independent floor,sector 49,search my property,False,3,outside socity,outside,plot
68600000,ready to move,3150,21808.0,5 bhk villa in eldeco mansionz,sector 48,search my property,False,5,eldeco mansionz,eldeco,villa
20000000,ready to move,2000,10000.0,3 bhk apartment in mahindra aura,sector 110a,search my property,False,3,mah,mah,apartment
71600000,ready to move,3980,18000.0,4 bhk apartment in m3m golf estate,sector 65,home,False,4,m3m golf estate,m3m,apartment
65100000,ready to move,3106,20980.0,4 bhk apartment in mahindra luminare phase 3 tower b,sector 59,property in gurgaon,False,4,mah,mah,apartment
54100000,ready to move,2850,19000.0,3 bhk apartment in m3m golf estate,sector 65,properties for sale in gurgaon,False,3,m3m golf estate,m3m,apartment
33000000,ready to move,2273,14518.0,4 bhk apartment in dlf the primus,sector 82a,search my property,False,4,dlf the primus,dlf,apartment
43000000,ready to move,3309,12994.0,4 bhk apartment in unitech harmony,sector 50,search my property,False,4,unitech harmony,unitech,apartment
40000000,ready to move,1900,21052.0,3 bhk apartment in emaar palm drive,sector 66,search my property,False,3,emaar palm drive,emaar,apartment
37200000,ready to move,3103,11988.0,4 bhk apartment in m3m merlin,sector 67,search my property,False,4,m3m merl,m3m,apartment
39900000,ready to move,1632,24500.0,3 bhk apartment in mahindra luminare,sector 59,search my property,False,3,mah,mah,apartment
95400000,ready to move,3975,24000.0,4 bhk apartment in ambience caitriona,sector 24,home,False,4,ambience caitriona,ambience,apartment
41700000,ready to move,2527,16501.0,4 bhk apartment in conscient heritage one,sector 62,property in gurgaon,False,4,conscient heritage one,conscient,apartment
88000000,ready to move,6775,13000.0,5 bhk apartment in tata raisina residency,sector 59,properties for sale in gurgaon,False,5,tata rais,tata,apartment
34700000,ready to move,2170,16000.0,4 bhk apartment in vipul greens,sector 48,search my property,False,4,vipul greens,vipul,apartment
22100000,ready to move,2336,9500.0,4 bhk apartment in bestech park view ananda,sector 81,search my property,False,4,bestech park view ananda,bestech,apartment
15000000,under construction,1250,12000.0,2 bhk apartment in godrej zenith,sector 89,search my property,True,2,godrej zenith,godrej,apartment
20000000,ready to move,2000,10000.0,3 bhk independent floor in gc ultra modern luxurious floor,sector 56,search my property,False,3,gc ultra modern luxurious floor,gc,floor
40000000,ready to move,4500,8888.0,4 bhk independent floor in gc ultra modern luxurious floor,sector 56,search my property,False,4,gc ultra modern luxurious floor,gc,floor
25000000,ready to move,2700,9259.0,3 bhk independent floor in gc ultra modern luxurious floor,sector 56,corporate solutions,False,3,gc ultra modern luxurious floor,gc,floor
23000000,ready to move,2700,8518.0,4 bhk independent floor in gc ultra modern luxurious floor,sector 56,gc homes,False,4,gc ultra modern luxurious floor,gc,floor
45000000,ready to move,4500,10000.0,4 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,False,4,gc ultra premium luxurious floors,gc,apartment
20000000,ready to move,1650,12121.0,3 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,False,3,gc ultra premium luxurious floors,gc,apartment
25000000,ready to move,2700,9259.0,3 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,False,3,gc ultra premium luxurious floors,gc,apartment
27000000,ready to move,2700,10000.0,4 bhk apartment in gc ultra premium luxurious floors,sector 55,gc homes,False,4,gc ultra premium luxurious floors,gc,apartment
17000000,ready to move,1800,9444.0,3 bhk independent floor in gc premium independent floors,sector 67,home,False,3,gc premium independent floors,gc,floor
20000000,ready to move,2400,8333.0,4 bhk independent floor in gc premium independent floors,sector 67,property in gurgaon,False,4,gc premium independent floors,gc,floor
23500000,ready to move,2500,9400.0,3 bhk independent floor in gc premium independent floors,sector 67,properties for sale in gurgaon,False,3,gc premium independent floors,gc,floor
30000000,ready to move,4000,7500.0,4 bhk independent floor in gc premium independent floors,sector 67,gc homes,False,4,gc premium independent floors,gc,floor
21200000,ready to move,2122,10000.0,4 bhk apartment in eldeco accolade,sector 2 sohna,gc homes,False,4,eldeco accolade,eldeco,apartment
17500000,ready to move,1751,10000.0,3 bhk apartment in eldeco accolade,sector 2 sohna,gc homes,False,3,eldeco accolade,eldeco,apartment
17500000,ready to move,1751,10000.0,3 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,False,3,eldeco accolade,eldeco,apartment
14500000,ready to move,1457,10000.0,2 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,False,2,eldeco accolade,eldeco,apartment
21200000,ready to move,2122,10000.0,3 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,False,3,eldeco accolade,eldeco,apartment
12600000,ready to move,1269,10000.0,2 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,False,2,eldeco accolade,eldeco,apartment
12600000,ready to move,1264,10000.0,2 bhk apartment in eldeco accolade,sector 2 sohna,aab realty,False,2,eldeco accolade,eldeco,apartment
12100000,ready to move,1300,9320.0,2 bhk apartment in pareena mi casa,sector 68,aab realty,False,2,pareena mi casa,pareena,apartment
11600000,ready to move,1245,9320.0,2 bhk apartment in pareena mi casa,sector 68,aab realty,False,2,pareena mi casa,pareena,apartment
18600000,ready to move,1999,9320.0,3 bhk apartment in pareena mi casa,sector 68,aab realty,False,3,pareena mi casa,pareena,apartment
9320000,ready to move,1000,9320.0,2 bhk apartment in pareena mi casa,sector 68,home,False,2,pareena mi casa,pareena,apartment
11600000,ready to move,1245,9320.0,2 bhk apartment in pareena mi casa,sector 68,property in gurgaon,False,2,pareena mi casa,pareena,apartment
18600000,ready to move,1999,9320.0,3 bhk apartment in pareena mi casa,sector 68,properties for sale in gurgaon,False,3,pareena mi casa,pareena,apartment
15800000,ready to move,1705,9320.0,3 bhk apartment in pareena mi casa,sector 68,aab realty,False,3,pareena mi casa,pareena,apartment
9320000,ready to move,1000,9320.0,2 bhk apartment in pareena mi casa,sector 68,aab realty,False,2,pareena mi casa,pareena,apartment
15300000,ready to move,1650,9320.0,3 bhk apartment in pareena mi casa,sector 68,aab realty,False,3,pareena mi casa,pareena,apartment
9786000,ready to move,1050,9320.0,2 bhk apartment in pareena mi casa,sector 68,aab realty,False,2,pareena mi casa,pareena,apartment
13800000,ready to move,1483,9320.0,3 bhk apartment in pareena mi casa,sector 68,aab realty,False,3,pareena mi casa,pareena,apartment
12500000,ready to move,1350,9320.0,2 bhk apartment in pareena mi casa,sector 68,aab realty,False,2,pareena mi casa,pareena,apartment
8061000,ready to move,865,9320.0,2 bhk apartment in pareena mi casa,sector 68,aab realty,False,2,pareena mi casa,pareena,apartment
13900000,ready to move,1500,9320.0,3 bhk apartment in pareena mi casa,sector 68,aab realty,False,3,pareena mi casa,pareena,apartment
14000000,ready to move,1050,13333.0,2 bhk apartment in reputed builder hewo apartments ii,sector 56,aab realty,False,2,reputed builder hewo apartments ii,reputed,apartment
12500000,ready to move,1805,6950.0,3 bhk independent floor,palam vihar,aab realty,False,3,outside socity,outside,plot
81100000,ready to move,5643,14389.0,residential plot in bptp astaire garden plots,sector 70a,home,False,0,bptp astaire garden plots,bptp,plot
45300000,ready to move,3150,14389.0,residential plot in bptp astaire garden plots,sector 70a,property in gurgaon,False,0,bptp astaire garden plots,bptp,plot
103600000,ready to move,7200,14389.0,residential plot in bptp astaire garden plots,sector 70a,properties for sale in gurgaon,False,0,bptp astaire garden plots,bptp,plot
43200000,ready to move,3006,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
37500000,ready to move,2610,14388.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
61100000,ready to move,4248,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
64700000,ready to move,4500,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
33600000,ready to move,2340,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
139300000,ready to move,9684,14388.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
97900000,ready to move,6804,14388.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
70500000,ready to move,4905,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
77900000,ready to move,5418,14388.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
32300000,ready to move,2250,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
25300000,ready to move,1764,14389.0,residential plot in bptp astaire garden plots,sector 70a,property master,False,0,bptp astaire garden plots,bptp,plot
45300000,ready to move,3150,14389.0,residential plot in bptp astaire garden plots,sector 70a,home,False,0,bptp astaire garden plots,bptp,plot
103600000,ready to move,7200,14389.0,residential plot in bptp astaire garden plots,sector 70a,property in gurgaon,False,0,bptp astaire garden plots,bptp,plot
43200000,ready to move,3006,14389.0,residential plot in bptp astaire garden plots,sector 70a,properties for sale in gurgaon,False,0,bptp astaire garden plots,bptp,plot
20500000,ready to move,1503,13662.0,residential plot in satya merano greens,sector 99a,property master,False,0,satya merano greens,satya,plot
19700000,ready to move,1449,13662.0,residential plot in satya merano greens,sector 99a,property master,False,0,satya merano greens,satya,plot
22100000,ready to move,1620,13662.0,residential plot in satya merano greens,sector 99a,property master,False,0,satya merano greens,satya,plot
18600000,ready to move,1367,13662.0,residential plot in satya merano greens,sector 99a,ethos pro realtors,False,0,satya merano greens,satya,plot
18600000,ready to move,1368,13662.0,residential plot in satya merano greens,sector 99a,ethos pro realtors,False,0,satya merano greens,satya,plot
15000000,ready to move,1105,13662.0,residential plot in satya merano greens,sector 99a,ethos pro realtors,False,0,satya merano greens,satya,plot
20400000,ready to move,1494,13662.0,residential plot in satya merano greens,sector 99a,ethos pro realtors,False,0,satya merano greens,satya,plot
15000000,ready to move,1098,13662.0,residential plot in satya merano greens,sector 99a,home,False,0,satya merano greens,satya,plot
20400000,ready to move,1496,13662.0,residential plot in satya merano greens,sector 99a,property in gurgaon,False,0,satya merano greens,satya,plot
22900000,ready to move,1440,15972.0,residential plot in adani tatva estates,sector 99a,properties for sale in gurgaon,True,0,adani tatva estates,adani,plot
25700000,ready to move,1611,16014.0,residential plot in adani tatva estates,sector 99a,ethos pro realtors,True,0,adani tatva estates,adani,plot
24200000,ready to move,1521,15976.0,residential plot in adani tatva estates,sector 99a,ethos pro realtors,True,0,adani tatva estates,adani,plot
31600000,ready to move,3844,8223.0,residential plot in prominent swastik greens,manesar,ethos pro realtors,True,0,prom,prom,plot
12400000,ready to move,1518,8222.0,residential plot in prominent swastik greens,manesar,ethos pro realtors,True,0,prom,prom,plot
36100000,ready to move,4397,8223.0,residential plot in prominent swastik greens,manesar,ethos pro realtors,True,0,prom,prom,plot
31500000,ready to move,3841,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
9920000,ready to move,1207,8225.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
15800000,ready to move,1923,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
23300000,ready to move,2843,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
27700000,ready to move,3374,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
7849000,ready to move,955,8227.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
25000000,ready to move,3045,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
23100000,ready to move,2815,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
8230000,ready to move,1001,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
12500000,ready to move,1530,8223.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
11300000,ready to move,1380,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
24400000,ready to move,2971,8222.0,residential plot in prominent swastik greens,manesar,bharat hotels infrastructure,True,0,prom,prom,plot
11400000,ready to move,1080,10556.0,residential plot in jms the nation,sector 95,home,True,0,jms the nation,jms,plot
16900000,ready to move,1602,10556.0,residential plot in jms the nation,sector 95,property in gurgaon,True,0,jms the nation,jms,plot
14200000,ready to move,1350,10556.0,residential plot in jms the nation,sector 95,properties for sale in gurgaon,True,0,jms the nation,jms,plot
15100000,ready to move,1431,10556.0,residential plot in jms the nation,sector 95,neeraj co,True,0,jms the nation,jms,plot
11600000,ready to move,1620,7222.0,residential plot in nb the sanctuary the gokulam,sector 7 sohna,neeraj co,False,0,nb the sanctuary the gokulam,nb,plot
9749000,ready to move,1350,7222.0,residential plot in nb the sanctuary the gokulam,sector 7 sohna,neeraj co,False,0,nb the sanctuary the gokulam,nb,plot
31600000,ready to move,3844,8223.0,residential plot in prominent swastik greens,manesar,neeraj co,True,0,prom,prom,plot
12400000,ready to move,1518,8222.0,residential plot in prominent swastik greens,manesar,neer me consultant,True,0,prom,prom,plot
36100000,ready to move,4397,8223.0,residential plot in prominent swastik greens,manesar,neer me consultant,True,0,prom,prom,plot
25700000,ready to move,1611,16014.0,residential plot in adani tatva estates,sector 99a,home,True,0,adani tatva estates,adani,plot
24200000,ready to move,1521,15976.0,residential plot in adani tatva estates,sector 99a,property in gurgaon,True,0,adani tatva estates,adani,plot
11600000,ready to move,1620,7222.0,residential plot in nb the sanctuary the gokulam,sector 7 sohna,properties for sale in gurgaon,False,0,nb the sanctuary the gokulam,nb,plot
9749000,ready to move,1350,7222.0,residential plot in nb the sanctuary the gokulam,sector 7 sohna,ag luxury abodes,False,0,nb the sanctuary the gokulam,nb,plot
10700000,ready to move,1179,9112.0,residential plot in jms the pearl,sector 95,ag luxury abodes,True,0,jms the pearl,jms,plot
14400000,ready to move,1582,9112.0,residential plot in jms the pearl,sector 95,neer me consultant,True,0,jms the pearl,jms,plot
8680000,ready to move,1116,7778.0,residential plot in jms mega city,sector 5 sohna,neer me consultant,True,0,jms mega city,jms,plot
7919000,ready to move,1296,6111.0,residential plot in jms mega city,sector 5 sohna,neeraj co,True,0,jms mega city,jms,plot
12000000,ready to move,1319,9112.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
10500000,ready to move,1162,9115.0,residential plot in jms the pearl,sector 95,new gurgaon property hub,True,0,jms the pearl,jms,plot
14000000,ready to move,1543,9115.0,residential plot in jms the pearl,sector 95,new gurgaon property hub,True,0,jms the pearl,jms,plot
11800000,ready to move,1298,9111.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
12200000,ready to move,1345,9117.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
10400000,ready to move,1149,9113.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
9233000,ready to move,1013,9114.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
13000000,ready to move,1430,9115.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
10200000,ready to move,1152,8889.0,residential plot in faith ireo savannah,sector 35 sohna,neeraj co,True,0,faith ireo savannah,faith,plot
10300000,ready to move,1140,9114.0,residential plot in jms the pearl,sector 95,neeraj co,True,0,jms the pearl,jms,plot
13200000,ready to move,1485,8889.0,residential plot in faith ireo savannah,sector 35 sohna,neeraj co,True,0,faith ireo savannah,faith,plot
14300000,ready to move,1611,8889.0,residential plot in faith ireo savannah,sector 35 sohna,neeraj co,True,0,faith ireo savannah,faith,plot
10800000,ready to move,1224,8889.0,residential plot in faith ireo savannah,sector 35 sohna,home,True,0,faith ireo savannah,faith,plot
13100000,ready to move,1547,8500.0,residential plot in v k sohna greens,sector 4 sohna,property in gurgaon,True,0,v k sohna greens,v,plot
8219000,ready to move,967,8500.0,residential plot in v k sohna greens,sector 4 sohna,properties for sale in gurgaon,True,0,v k sohna greens,v,plot
12200000,ready to move,1443,8498.0,residential plot in v k sohna greens,sector 4 sohna,neeraj co,True,0,v k sohna greens,v,plot
9602000,ready to move,1130,8497.0,residential plot in v k sohna greens,sector 4 sohna,neeraj co,True,0,v k sohna greens,v,plot
10300000,ready to move,1219,8500.0,residential plot in v k sohna greens,sector 4 sohna,neeraj co,True,0,v k sohna greens,v,plot
12500000,ready to move,1473,8496.0,residential plot in v k sohna greens,sector 4 sohna,neeraj co,True,0,v k sohna greens,v,plot
11000000,ready to move,1300,8500.0,residential plot in v k sohna greens,sector 4 sohna,neeraj co,True,0,v k sohna greens,v,plot
25000000,ready to move,2200,11364.0,residential plot in uppal southend,sector 49,neeraj co,False,0,uppal southend,uppal,plot
18000000,ready to move,1728,10417.0,residential plot in uppal southend,sector 49,neeraj co,False,0,uppal southend,uppal,plot
22700000,under construction,1470,15500.0,3 bhk apartment in signature global city 63a,sector 63a,neeraj co,True,3,signature global city 63a,signature,apartment
20200000,under construction,1305,15500.0,3 bhk apartment in signature global city 63a,sector 63a,gurgaon property hubs,True,3,signature global city 63a,signature,apartment
21300000,under construction,1375,15500.0,2 bhk apartment in signature global city 63a,sector 63a,gurgaon property hubs,True,2,signature global city 63a,signature,apartment
26400000,ready to move,2400,11000.0,4 bhk apartment in tulip tulip ivory,sector 70,upscale landholdings,False,4,tulip tulip ivory,tulip,apartment
42300000,ready to move,3850,11000.0,4 bhk apartment in tulip tulip ivory,sector 70,upscale landholdings,False,4,tulip tulip ivory,tulip,apartment
50600000,ready to move,4600,11000.0,5 bhk apartment in tulip tulip ivory,sector 70,upscale landholdings,False,5,tulip tulip ivory,tulip,apartment
29700000,under construction,1920,15500.0,3 bhk apartment in signature global city 63a,sector 63a,upscale landholdings,True,3,signature global city 63a,signature,apartment
16200000,under construction,1050,15500.0,2 bhk apartment in signature global city 63a,sector 63a,upscale landholdings,True,2,signature global city 63a,signature,apartment
36900000,under construction,2384,15500.0,3 bhk apartment in signature global city 63a,sector 63a,upscale landholdings,True,3,signature global city 63a,signature,apartment
32700000,under construction,2114,15500.0,3 bhk apartment in signature global city 63a,sector 63a,upscale landholdings,True,3,signature global city 63a,signature,apartment
50600000,ready to move,4600,11000.0,5 bhk apartment in tulip tulip ivory,sector 70,home,False,5,tulip tulip ivory,tulip,apartment
110000000,ready to move,40500,2716.0,residential plot in suncity sun city,sector 54,property in gurgaon,False,0,suncity sun city,suncity,plot
19800000,under construction,1530,13000.0,3 bhk apartment in signature global city 93,sector 93,properties for sale in gurgaon,True,3,signature global city 93,signature,apartment
19400000,under construction,1496,13000.0,3 bhk apartment in signature global city 93,sector 93,upscale landholdings,True,3,signature global city 93,signature,apartment
14500000,under construction,1118,13000.0,2 bhk apartment in signature global city 93,sector 93,search my property,True,2,signature global city 93,signature,apartment
17200000,under construction,1328,13000.0,3 bhk apartment in signature global city 93,sector 93,golden key infratech,True,3,signature global city 93,signature,apartment
12700000,under construction,981,13000.0,2 bhk apartment in signature global city 93,sector 93,golden key infratech,True,2,signature global city 93,signature,apartment
17300000,under construction,1335,13000.0,3 bhk apartment in signature global city 93,sector 93,golden key infratech,True,3,signature global city 93,signature,apartment
16000000,under construction,1235,13000.0,3 bhk apartment in signature global city 93,sector 93,golden key infratech,True,3,signature global city 93,signature,apartment
12600000,ready to move,1465,8621.0,2 bhk apartment in ashiana mulberry,sector 2 sohna,golden key infratech,False,2,ashiana mulberry,ashiana,apartment
10400000,ready to move,1210,8621.0,2 bhk apartment in ashiana mulberry,sector 2 sohna,golden key infratech,False,2,ashiana mulberry,ashiana,apartment
10300000,ready to move,1200,8621.0,2 bhk apartment in ashiana mulberry,sector 2 sohna,golden key infratech,False,2,ashiana mulberry,ashiana,apartment
14900000,ready to move,1730,8621.0,3 bhk apartment in ashiana mulberry,sector 2 sohna,golden key infratech,False,3,ashiana mulberry,ashiana,apartment
21200000,ready to move,2122,10000.0,4 bhk apartment in eldeco accolade,sector 2 sohna,golden key infratech,False,4,eldeco accolade,eldeco,apartment
17500000,ready to move,1751,10000.0,3 bhk apartment in eldeco accolade,sector 2 sohna,golden key infratech,False,3,eldeco accolade,eldeco,apartment
14500000,ready to move,1457,10000.0,2 bhk apartment in eldeco accolade,sector 2 sohna,golden key infratech,False,2,eldeco accolade,eldeco,apartment
21200000,ready to move,2122,10000.0,3 bhk apartment in eldeco accolade,sector 2 sohna,golden key infratech,False,3,eldeco accolade,eldeco,apartment
12600000,ready to move,1269,10000.0,2 bhk apartment in eldeco accolade,sector 2 sohna,golden key infratech,False,2,eldeco accolade,eldeco,apartment
12600000,ready to move,1264,10000.0,2 bhk apartment in eldeco accolade,sector 2 sohna,golden key infratech,False,2,eldeco accolade,eldeco,apartment
10200000,under construction,1440,7134.0,3 bhk apartment in signature global park,sector 36 sohna,golden key infratech,True,3,signature global park,signature,apartment
7711000,under construction,1081,7134.0,3 bhk apartment in signature global park,sector 36 sohna,home,True,3,signature global park,signature,apartment
7276000,under construction,1020,7134.0,2 bhk apartment in signature global park,sector 36 sohna,property in gurgaon,True,2,signature global park,signature,apartment
5318000,under construction,746,7138.0,2 bhk apartment in signature global park,sector 36 sohna,properties for sale in gurgaon,True,2,signature global park,signature,apartment
8680000,ready to move,1116,7778.0,residential plot in jms mega city,sector 5 sohna,golden key infratech,True,0,jms mega city,jms,plot
7919000,ready to move,1296,6111.0,residential plot in jms mega city,sector 5 sohna,golden key infratech,True,0,jms mega city,jms,plot
10100000,ready to move,1404,7222.0,residential plot in paras ekam home paras ekam homes,sector 5 sohna,golden key infratech,True,0,paras ekam home paras ekam homes,paras,plot
8319000,ready to move,1152,7222.0,residential plot in paras ekam home paras ekam homes,sector 5 sohna,shri sai realtors,True,0,paras ekam home paras ekam homes,paras,plot
11600000,ready to move,1611,7222.0,residential plot in paras ekam home paras ekam homes,sector 5 sohna,shri sai realtors,True,0,paras ekam home paras ekam homes,paras,plot
4809000,ready to move,666,7222.0,residential plot in paras ekam home paras ekam homes,sector 5 sohna,shri sai realtors,True,0,paras ekam home paras ekam homes,paras,plot
13700000,ready to move,1350,10148.0,residential plot in rof insignia park 2,sector 95,shri sai realtors,True,2,rof insignia park 2,rof,plot
14600000,ready to move,1350,10850.0,residential plot in rof normanton park,sector 36 sohna,shri sai realtors,True,0,rof normanton park,rof,plot
12400000,ready to move,1152,10850.0,residential plot in rof normanton park,sector 36 sohna,shri sai realtors,True,0,rof normanton park,rof,plot
13900000,ready to move,1287,10850.0,residential plot in rof normanton park,sector 36 sohna,shri sai realtors,True,0,rof normanton park,rof,plot
17500000,ready to move,1620,10850.0,residential plot in rof normanton park,sector 36 sohna,shri sai realtors,True,0,rof normanton park,rof,plot
17200000,ready to move,1593,10850.0,residential plot in rof normanton park,sector 36 sohna,shri sai realtors,True,0,rof normanton park,rof,plot
11300000,ready to move,1206,9444.0,residential plot in ns anand niketan,sector 2 sohna,shri sai realtors,True,0,ns anand niketan,ns,plot
14300000,ready to move,1521,9444.0,residential plot in ns anand niketan,sector 2 sohna,shri sai realtors,True,0,ns anand niketan,ns,plot
11500000,ready to move,1602,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
11300000,ready to move,1572,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
7344000,ready to move,1017,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
8774000,ready to move,1215,7222.0,residential plot in rambha corona greens,sector 5 sohna,property in gurgaon,False,0,rambha corona greens,rambha,plot
9554000,ready to move,1323,7222.0,residential plot in rambha corona greens,sector 5 sohna,properties for sale in gurgaon,False,0,rambha corona greens,rambha,plot
11300000,ready to move,1566,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
9164000,ready to move,1269,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
9359000,ready to move,1296,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
7929000,ready to move,1098,7222.0,residential plot in rambha corona greens,sector 5 sohna,shri sai realtors,False,0,rambha corona greens,rambha,plot
9520000,ready to move,1224,7778.0,residential plot in gls arawali city,sector 4 sohna,shri sai realtors,True,0,gls arawali city,gls,plot
8220000,ready to move,987,8337.0,residential plot in jms prime land,sector 95a,shri sai realtors,False,0,jms prime land,jms,plot
7874000,ready to move,945,8333.0,residential plot in jms prime land,sector 95a,shri sai realtors,False,0,jms prime land,jms,plot
9974000,ready to move,1197,8333.0,residential plot in jms prime land,sector 95a,shri sai realtors,False,0,jms prime land,jms,plot
9095000,ready to move,1091,8336.0,residential plot in jms prime land,sector 95a,shri sai realtors,False,0,jms prime land,jms,plot
9629000,ready to move,1156,8337.0,residential plot in jms prime land,sector 95a,shri sai realtors,False,0,jms prime land,jms,plot
9749000,ready to move,1350,7222.0,residential plot in nb the sanctuary the gokulam,sector 7 sohna,shri sai realtors,False,0,nb the sanctuary the gokulam,nb,plot
11600000,ready to move,1620,7222.0,residential plot in nb the sanctuary the gokulam,sector 7 sohna,shri sai realtors,False,0,nb the sanctuary the gokulam,nb,plot
25800000,ready to move,2150,12000.0,3 bhk apartment in ats tourmaline,sector 109,shri sai realtors,False,3,ats tourmal,ats,apartment
21000000,ready to move,1750,12000.0,3 bhk apartment in ats tourmaline,sector 109,shri sai realtors,False,3,ats tourmal,ats,apartment
29100000,ready to move,2290,12707.0,3 bhk apartment in ats triumph,sector 104,shri sai realtors,False,3,ats triumph,ats,apartment
31000000,ready to move,2585,11992.0,3 bhk apartment in ats tourmaline,sector 109,anarock property consultants pvt ltd,False,3,ats tourmal,ats,apartment
39900000,ready to move,3150,12666.0,4 bhk apartment in ats triumph,sector 104,anarock property consultants pvt ltd,False,4,ats triumph,ats,apartment
45000000,under construction,2250,20000.0,3 bhk apartment in krisumi waterside residence,sector 36a,property in gurgaon,True,3,krisumi waterside residence,krisumi,apartment
35000000,under construction,1750,20000.0,2 bhk apartment in krisumi waterside residence,sector 36a,properties for sale in gurgaon,True,2,krisumi waterside residence,krisumi,apartment
27500000,under construction,1250,22000.0,1 bhk apartment in krisumi waterside residence,sector 36a,shrish kumar,True,1,krisumi waterside residence,krisumi,apartment
22000000,under construction,1000,22000.0,1 bhk apartment in krisumi waterside residence,sector 36a,shrish kumar,True,1,krisumi waterside residence,krisumi,apartment
54000000,under construction,2700,20000.0,3 bhk apartment in krisumi waterside residence,sector 36a,shrish kumar,True,3,krisumi waterside residence,krisumi,apartment
35000000,under construction,1750,20000.0,2 bhk apartment in krisumi waterside residence,sector 36a,crust propmart pvt ltd,True,2,krisumi waterside residence,krisumi,apartment
39200000,under construction,1964,19959.0,2 bhk apartment in krisumi waterside residence,sector 36a,crust propmart pvt ltd,True,2,krisumi waterside residence,krisumi,apartment
